id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
37728,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,John Players Men Green Check Shirt
9730,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Indian Terrain Men Brock Navy Blue Shirts
9502,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Formal,John Miller Men Cotton Blend Red Shirts
29612,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Indigo Nation Men Check Blue Shirt
33986,Women,Apparel,Topwear,Shirts,Beige,Summer,2012.0,Casual,Femella Women Printed Beige Shirt
13320,Men,Apparel,Topwear,Shirts,Pink,Fall,2011.0,Casual,Gini and Jony Kids Boys Stripes Pink Shirts
22467,Men,Apparel,Topwear,Shirts,Olive,Summer,2011.0,Casual,Timberland Men Olive Vintage Rugged Shirt
44675,Women,Apparel,Topwear,Shirts,Yellow,Summer,2012.0,Casual,Wills Lifestyle Women Yellow Shirt
10797,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Wrangler Men Urban Big Check White Shirts
19428,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,Quiksilver Men Rincon Red Shirt
16460,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Locomotive Men Check Blue Shirt
14753,Men,Apparel,Topwear,Shirts,White,Fall,2012.0,Formal,Arrow Men White Striped Shirt
2121,Women,Apparel,Topwear,Shirts,Black,Winter,2010.0,Casual,Lee Women Black Shirt
43034,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Scullers Men Blue Solid Shirt
13744,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Formal,Belmonte Men Solid Black Shirts
12662,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Probase Men Stripes White Shirts
57296,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,French Connection Men White Checks Shirt
37141,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Casual,Wills Lifestyle Men Stripes Grey Shirt
21024,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Black Coffee Men Blue Shirt
12034,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Formal,Mark Taylor Men Brown Striped Shirts
17546,Men,Apparel,Topwear,Shirts,Pink,Fall,2011.0,Formal,Mark Taylor Men Pink & White Striped Shirt
11689,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Lee Men Check Green Shirts
31048,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Arrow Sport Men Blue Striped Shirt
13318,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Gini and Jony Kids Boys Check Green Shirts
16458,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Locomotive Men Check Green Shirt
2119,Women,Apparel,Topwear,Shirts,Pink,Winter,2010.0,Casual,Lee Women Pink Shirt
19848,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,U.S. Polo Assn. Men Striped Green Shirt
37146,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Wills Lifestyle Men White Mura Shirt
21023,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Black Coffee Men White Check Shirt
12033,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Blue Striped Shirt
17541,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Formal,Mark Taylor Men Green & White Striped Shirt
29840,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Casual,Basics Men Grey Checked Shirt
57291,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,French Connection Men Light Blue Shirt
9708,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Scullers Men Scul White Shirts
12665,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Probase Men Check Blue Shirts
13743,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Belmonte Men Check Black Shirts
43033,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,Scullers Men Blue Striped Shirt
5131,Women,Apparel,Topwear,Shirts,Red,Summer,2011.0,Casual,Wrangler Women Check Multi Colour Shirt
11014,Women,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Wrangler Women Polka Blue Shirts
14754,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Arrow Men Solid Blue Shirts
2126,Men,Apparel,Topwear,Shirts,White,Spring,2011.0,Casual,Basics MenNavy Slim Fit Checked Shirt
10790,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Wrangler Men Manitoba Piping Blue Shirts
16467,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Locomotive Men Check Green Shirt
13929,Men,Apparel,Topwear,Shirts,Beige,Summer,2011.0,Casual,United Colors of Benetton Men Solid Beige Shirts
13327,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Gini and Jony Kids Boys Printed Green Tshirts
44672,Women,Apparel,Topwear,Shirts,Blue,Winter,2013.0,Formal,Wills Lifestyle Women Blue Striped Formal Shirt
26801,Men,Apparel,Topwear,Shirts,Lavender,Summer,2015.0,Formal,Arrow Men Lavender Striped Shirt
59302,Men,Apparel,Topwear,Shirts,Purple,Fall,2012.0,Casual,U.S. Polo Assn. Denim Co. Men Wine Shirt
9157,Women,Apparel,Topwear,Shirts,Pink,Fall,2011.0,Casual,Jealous 21 Women Checks Pink Shirt
17548,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Formal,Mark Taylor Men Grey & White Striped Shirt
3009,Men,Apparel,Topwear,Shirts,Black,Summer,2011.0,Casual,Lee Men Edward Black Shirt
29623,Men,Apparel,Topwear,Shirts,Lavender,Summer,2012.0,Formal,Indigo Nation Men Striped Lavender Shirt
10799,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Wrangler Men Wander Wheels Navy Blue Shirts
19426,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Quiksilver Men Tar Pits Black Shirt
37726,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,John Players Men Soft Check Shirt
41594,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Casual,Basics Men Grey Striped Shirt
12005,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Formal,Mark Taylor Men Green Striped Shirt
29278,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Wrangler Men Aaron Check Blue Shirt
11680,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Lee Men Check Red Shirts
12237,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Formal,Genesis Men Red Gingham Shirt
8872,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Mark Taylor Men Blue Striped Shirt
11674,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Lee Men Check Purple Shirts
13311,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Gini and Jony Kids Boys Solid Navy Blue Shirts
5107,Women,Apparel,Topwear,Shirts,Yellow,Summer,2011.0,Casual,Wrangler Women Holly Checks Shirt
6782,Men,Apparel,Topwear,Shirts,Blue,Winter,2012.0,Casual,Timberland Men Claremont Green and Blue Check Shirt
54280,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Formal,Black Coffee Men Grey Shirt
19841,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,U.S. Polo Assn. Men Check Grey Shirt
16035,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Highlander Men Check White Shirt
14762,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Arrow Men Check Blue Shirts
36852,Men,Apparel,Topwear,Shirts,Blue,Winter,2013.0,Casual,Spykar Men Passion Blue Shirt
16469,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Locomotive Men Check Black Shirt
13329,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Gini and Jony Kids Boys Printed White Tshirts
2128,Men,Apparel,Topwear,Shirts,White,Spring,2011.0,Casual,Basics Men Red & White Slim Fit Shirt
59305,Men,Apparel,Topwear,Shirts,Blue,Fall,2012.0,Casual,U.S. Polo Assn. Denim Co. Men Red & Navy Blue Shirt
12492,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,John Miller Men Solid Blue Shirts
22207,Men,Apparel,Topwear,Shirts,Pink,Summer,2012.0,Casual,Timberland Men Pink Shirt
16032,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,Highlander Men Check Grey Shirt
19846,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,U.S. Polo Assn. Men Striped Navy Blue Shirt
14765,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Formal,Arrow Men Stripes Navy Blue Slim Fit Shirt
13316,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Gini and Jony Kids Boys Check Blue Shirts
31046,Men,Apparel,Topwear,Shirts,Yellow,Summer,2012.0,Casual,Arrow Sport Men Check Yellow Shirt
16456,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Locomotive Men Check Blue Shirt
20134,Women,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Wrangler Women Classic Red Shirt
11673,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Lee Men Red Check Shirt
12230,Men,Apparel,Topwear,Shirts,Pink,Fall,2011.0,Formal,Genesis Pink & White Striped Formal Shirt
17570,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Formal,Mark Taylor Men Green & White Striped Shirt
41593,Men,Apparel,Topwear,Shirts,Beige,Summer,2012.0,Casual,Basics Men Beige Striped Shirt
53264,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Locomotive Men Black Shirt
6771,Men,Apparel,Topwear,Shirts,Pink,Summer,2011.0,Casual,Timberland Men Claremont Popl Pink Shirt
34104,Boys,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Doodle Boys Check Black Shirt
11071,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Scullers Men Check Black Shirts
37781,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,John Players Men White Striped Shirt
14731,Men,Apparel,Topwear,Shirts,Lavender,Fall,2011.0,Formal,Arrow Men Solid Lavender Shirts
31644,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Formal,Indigo Nation Men Black Shirt
30796,Men,Apparel,Topwear,Shirts,Maroon,Summer,2012.0,Ethnic,Fabindia Men Striped Maroon Shirt
20160,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,Wrangler Men Dirt Rider Grey Shirt
8821,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Spykar Men Ranger Front Graphic White Shirts
16402,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Levis Men Check Blue Shirt
22405,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Mark Taylor Men Striped White Shirt
12264,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Formal,Genesis Men Grey Shirt
41391,Men,Apparel,Topwear,Shirts,Brown,Summer,2012.0,Casual,Wrangler Men Brown Check Shirt
11085,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Scullers Men Check Green Shirts
37775,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,John Players Men Blue & Orange Check Shirt
27148,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Formal,Mark Taylor Men Striped Grey Shirt
33548,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Wrangler Men Nimrod Oxford Blue Shirt
9594,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Scullers Men Scul Red White Shirts
5957,Men,Apparel,Topwear,Shirts,Grey,Summer,2011.0,Casual,Locomotive Men Grey Checked Shirt
29670,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Indigo Nation Men Printed Black Shirt
18305,Men,Apparel,Topwear,Shirts,Pink,Summer,2011.0,Casual,Wills Lifestyle Men Striped Pink Shirt
9752,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Smart Casual,Indian Terrain Men Grey & White Checked Linen Modern Fit Smart-Casual Shirt
17729,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,Reid & Taylor Men Check Grey Shirt
13389,Men,Apparel,Topwear,Shirts,Green,Summer,2011.0,Casual,United Colors of Benetton Men Check Green Shirts
18761,Women,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Arrow Woman Aiyanna White Shirt
29648,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Formal,Indigo Nation Men Grey Striped Shirt
11082,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Scullers Men Check Red Shirt
37772,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,John Players Men Gingham Blue Shirt
18759,Women,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Arrow Woman Aiyanna Blue Shirt
12263,Men,Apparel,Topwear,Shirts,Red,Winter,2011.0,Formal,Genesis Red Striped Formal Shirt
26056,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Formal,John Miller Men Check Black Shirt
41396,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Wrangler Men Green & Blue Check Shirt
22402,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Mark Taylor Men Striped White Shirt
27170,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Formal,Mark Taylor Men Striped White Shirt
12297,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Genesis Men Stripes Blue Shirts
31015,Men,Apparel,Topwear,Shirts,White,Winter,2012.0,Formal,Arrow Men White and Blue Striped Shirt
20355,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Spykar Men Solid Navy Blue Shirt
20167,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Wrangler Men Multi Blue Shirt
8826,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Spykar Men Ranger White Mustard Stripe Shirts
16405,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Levis Men Check Navy Blue Shirts
14736,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Arrow Men Solid White Shirts
31643,Men,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Casual,Indigo Nation Men Purple Shirt
33326,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Formal,Arrow New York Men Grey Striped Slim Fit Shirt
37786,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,John Players Men Striped Blue Shirt
12852,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Ant Kids Pocket Button Green Shirts
16298,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Peter England Men Check Navy Blue Shirt
17178,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011.0,Casual,U.S. Polo Assn. Men Checks Maroon Shirt
9567,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,John Miller Men Blue Shirt
11049,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Scullers Men Check Red Shirts
9593,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Scullers Men Scul White Shirts
8819,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Spykar Men Ranger Solid Navy Blue Shirts
20158,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Wrangler Men Festa Blue Shirt
17727,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Reid & Taylor Men Stripes Navy Blue Shirt
12255,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011.0,Formal,Genesis Men Stripes Maroon Shirts
17171,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,U.S. Polo Assn. Men Checks Grey Shirt
37744,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,John Players Men Stripes Blue Shirt
26404,Men,Apparel,Topwear,Shirts,Orange,Summer,2012.0,Casual,Turtle Men Check Orange Shirt
22898,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,Mark Taylor Men Striped Blue Shirt
17185,Men,Apparel,Topwear,Shirts,Navy Blue,Winter,2016.0,Casual,U.S. Polo Assn. Men Stripes Navy Blue Shirt
19823,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,U.S. Polo Assn. Men Check Grey Shirt
56787,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Horsefly Men Black Shirt
11040,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Scullers Men Check Purple Shirt
5959,Men,Apparel,Topwear,Shirts,Green,Summer,2011.0,Casual,Locomotive Men Green White Blue Checked Shirt
23182,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Black Coffee Men Blue Shirt
11424,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Light Blue Shirts
36206,Boys,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Gini Jony Boys Black Shirt
31023,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Formal,Arrow New York Men Grey Check Slim Fit Shirt
8810,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Scullers Men White Check Shirt
43631,Women,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Vero Moda Women Green Shirt
33546,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Wrangler Men Nimrod Oxford White Shirt
20151,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Wrangler Men Willy Blue Shirt
23975,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Formal,Peter England Men Brown Striped Shirt
5992,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2011.0,Casual,Locomotive Men Navy Blue Checked Shirt
41991,Boys,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Gini and Jony Boys Check Black Shirt
17718,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Reid & Taylor Men Check Red Shirt
18750,Women,Apparel,Topwear,Shirts,Olive,Fall,2011.0,Casual,Arrow Woman Hallie Olive Shirt
13942,Men,Apparel,Topwear,Shirts,Grey,Summer,2011.0,Casual,United Colors of Benetton Men Solid Grey Shirts
13728,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Formal,Belmonte Men Stripes Grey Shirts
5966,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,Locomotive Men Blue Grey White Checked Shirt
30798,Men,Apparel,Topwear,Shirts,Beige,Summer,2012.0,Ethnic,Fabindia Men Beige Shirt
8817,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Spykar Men Ranger Solid White Shirts
31024,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Arrow New York Men Green Striped Slim Fit Shirt
26093,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,John Miller Men Striped Blue Shirt
11047,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Scullers Men Check Red Shirt
17182,Men,Apparel,Topwear,Shirts,Purple,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid Purple Shirt
19824,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,U.S. Polo Assn. Men Check Navy Blue Shirt
16050,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Highlander Men Check Navy Blue Shirt
37743,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Casual,John Players Men Stripes Grey Shirt
26403,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,Turtle Men Check Red Shirt
17176,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,U.S. Polo Assn. Men Checks Green Shirt
9569,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,John Miller Men Solid Light Blue Shirts
33787,Men,Apparel,Topwear,Shirts,Brown,Spring,2013.0,Smart Casual,Van Heusen Men Brown Giza Cotton Shirt
17720,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Reid & Taylor Men Check White Shirt
29813,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Basics Men Green Checked Slim Fit Shirt
26067,Men,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Formal,John Miller Men Striped Purple Shirt
55595,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Peter England Men Brown Check Shirt
14738,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Formal,Arrow Men Check Grey Shirts
33328,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Casual,Arrow New York Men Grey Slim Fit Shirt
37788,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Casual,John Players Men Stripes Grey Shirt
20169,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Wrangler Men Thin Blue Shirt
8828,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Spykar Men Ranger Yellow N Blue Stripes White Shirts
26058,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,John Miller Men Gingham Blue Shirt
18757,Women,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Arrow Woman Kiro White Shirt
41398,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Wrangler Men Blue Check Shirt
5995,Men,Apparel,Topwear,Shirts,Grey,Summer,2011.0,Casual,Highlander Men Grey Blue Checked Slim Fit Shirt
29625,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,Indigo Nation Men Check Red Shirt
59304,Men,Apparel,Topwear,Shirts,White,Fall,2012.0,Casual,U.S. Polo Assn. Denim Co. Men Checks White Shirt
13328,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Gini and Jony Kids Boys Printed Green Tshirts
36853,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Spykar Men Everybody White Shirt
16468,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Locomotive Men Check Blue Shirt
2129,Men,Apparel,Topwear,Shirts,Green,Spring,2011.0,Casual,Basics Men Green Slim Fit Checked Shirt
17571,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Blue & White Striped Shirt
12003,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Formal,Mark Taylor Men Grey Striped Shirt
11686,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Lee Men Blue & Green Striped Shirt
24561,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Lee Men Smithon Blue Shirt
40672,Women,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Lee Women Blue Check Shirt
9738,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Smart Casual,Indian Terrain Men Navy & White Checked Slim Fit Smart-Casual Shirt
41592,Men,Apparel,Topwear,Shirts,Pink,Summer,2012.0,Casual,Basics Men Pink Striped Shirt
6784,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,Timberland Men Pelham Plaid Blue Shirt
27546,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Scullers Men Check Black Shirt
19847,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011.0,Casual,U.S. Polo Assn. Men Stripes Maroon Shirt
22206,Men,Apparel,Topwear,Shirts,Pink,Summer,2012.0,Casual,Timberland Men Pink Shirt
16033,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Highlander Men Check Red Shirt
31611,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,Indigo Nation Men Striped Blue Shirt
14764,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Arrow Men Stripes White Blue Shirts
16457,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Locomotive Men Check Red Shirt
11672,Men,Apparel,Topwear,Shirts,Yellow,Fall,2011.0,Casual,Lee Men Check Yellow Shirts
20135,Women,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Wrangler Women Classic Blue Check Shirt
31047,Men,Apparel,Topwear,Shirts,Blue,Winter,2012.0,Casual,Arrow Sport Men Blue Striped Shirt
19427,Men,Apparel,Topwear,Shirts,Beige,Summer,2012.0,Casual,Quiksilver Men Beige Shirt
22468,Men,Apparel,Topwear,Shirts,White,Summer,2011.0,Casual,Timberland Men White Claremont Plaid Shirt
17549,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Formal,Mark Taylor Men Grey & White Striped Shirt
26800,Men,Apparel,Topwear,Shirts,Grey,Summer,2013.0,Formal,Arrow Men Grey Shirt
59303,Men,Apparel,Topwear,Shirts,Blue,Fall,2012.0,Casual,U.S. Polo Assn. Denim Co. Men Blue Shirt
31040,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,Arrow Sport Men Striped Navy Blue Shirt
16450,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Casual,Locomotive Men Check Brown Shirt
11675,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Lee Men Check Red Shirts
16034,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Highlander Men Stripes White Shirt
19840,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Casual,U.S. Polo Assn. Men Check Brown Shirt
16808,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Casual,Locomotive Men Check Brown Shirt
14763,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Arrow Men Stripes White Shirts
47662,Women,Apparel,Topwear,Shirts,Multi,Summer,2012.0,Casual,Femella Women Multi Coloured Floral Print Shirt
12460,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Formal,Genesis Men Stripes Purple Shirts
41595,Men,Apparel,Topwear,Shirts,Brown,Summer,2012.0,Casual,Basics Men Brown Striped Shirt
37727,Men,Apparel,Topwear,Shirts,Yellow,Summer,2012.0,Casual,John Players Men Check Yellow Shirt
6777,Men,Apparel,Topwear,Shirts,Brown,Summer,2011.0,Casual,Timberland Men Claremont Popl Brown Shirt
12236,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Formal,Genesis Men Stripes Navy Blue Shirts
17576,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Formal,Mark Taylor Men Brown & White Checked Shirt
8887,Men,Apparel,Topwear,Shirts,Pink,Fall,2011.0,Formal,John Miller Men Pink Shirt
29279,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Wrangler Men Blue Aaron Check Shirt
12004,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Mark Taylor Men White Striped Shirt
11681,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Lee Men Check Red Shirts
16459,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Locomotive Men Check Red Shirt
39224,Women,Apparel,Topwear,Shirts,Pink,Summer,2012.0,Casual,Femella Women Pink Shirt
31049,Men,Apparel,Topwear,Shirts,Beige,Summer,2012.0,Casual,Arrow Sport Men Beige Striped Shirt
13319,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Gini and Jony Kids Boys Check Green Shirts
27548,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Scullers Men White & Navy Blue Check Shirt
